iteration, accuracy
0, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
1, 0.024281999589571706
[39, 0.0011885022274370207, 9, 0.024281999589571706, 0, 30.546749591827393]